Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.8333333333333334,0.625,0.7216878364870323,0.5555555555555556,0.7894736842105263,0.5,0.7291666666666667,"[[25  5]
 [ 3  5]]"
0.3,0.2,ADA_WSVM,0.7666666666666667,0.625,0.6922186552431729,0.5,0.7368421052631579,0.4166666666666667,0.6958333333333332,"[[23  7]
 [ 3  5]]"
0.3,0.2,ImADA1_WSVM,0.7666666666666667,0.625,0.6922186552431729,0.5,0.7368421052631579,0.4166666666666667,0.6958333333333332,"[[23  7]
 [ 3  5]]"
0.3,0.2,ImADA2_WSVM,0.7666666666666667,0.625,0.6922186552431729,0.5,0.7368421052631579,0.4166666666666667,0.6958333333333332,"[[23  7]
 [ 3  5]]"
0.3,0.2,ImADA_12_WSVM,0.7666666666666667,0.625,0.6922186552431729,0.5,0.7368421052631579,0.4166666666666667,0.6958333333333332,"[[23  7]
 [ 3  5]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.8333333333333334,0.625,0.7216878364870323,0.5555555555555556,0.7894736842105263,0.5,0.7291666666666667,"[[25  5]
 [ 3  5]]"
0.3,0.2,ADA_WSVM,0.9,0.5,0.6708203932499369,0.5333333333333333,0.8157894736842105,0.5714285714285714,0.7000000000000001,"[[27  3]
 [ 4  4]]"
0.3,0.2,ImADA1_WSVM,0.9,0.5,0.6708203932499369,0.5333333333333333,0.8157894736842105,0.5714285714285714,0.7000000000000001,"[[27  3]
 [ 4  4]]"
0.3,0.2,ImADA2_WSVM,0.9,0.5,0.6708203932499369,0.5333333333333333,0.8157894736842105,0.5714285714285714,0.7000000000000001,"[[27  3]
 [ 4  4]]"
0.3,0.2,ImADA_12_WSVM,0.1,0.5,0.22360679774997896,0.20512820512820512,0.18421052631578946,0.12903225806451613,0.3,"[[ 3 27]
 [ 4  4]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.9333333333333333,0.625,0.7637626158259734,0.6666666666666666,0.868421052631579,0.7142857142857143,0.7791666666666667,"[[28  2]
 [ 3  5]]"
0.3,0.2,ADA_WSVM,0.9666666666666667,0.5,0.695221787153807,0.6153846153846154,0.868421052631579,0.8,0.7333333333333333,"[[29  1]
 [ 4  4]]"
0.3,0.2,ImADA1_WSVM,0.9666666666666667,0.5,0.695221787153807,0.6153846153846154,0.868421052631579,0.8,0.7333333333333333,"[[29  1]
 [ 4  4]]"
0.3,0.2,ImADA2_WSVM,0.9666666666666667,0.5,0.695221787153807,0.6153846153846154,0.868421052631579,0.8,0.7333333333333333,"[[29  1]
 [ 4  4]]"
0.3,0.2,ImADA_12_WSVM,0.9666666666666667,0.5,0.695221787153807,0.6153846153846154,0.868421052631579,0.8,0.7333333333333333,"[[29  1]
 [ 4  4]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.9,0.75,0.8215838362577492,0.7058823529411765,0.868421052631579,0.6666666666666666,0.825,"[[27  3]
 [ 2  6]]"
0.3,0.2,ADA_WSVM,0.9333333333333333,0.75,0.8366600265340756,0.75,0.8947368421052632,0.75,0.8416666666666667,"[[28  2]
 [ 2  6]]"
0.3,0.2,ImADA1_WSVM,0.9333333333333333,0.75,0.8366600265340756,0.75,0.8947368421052632,0.75,0.8416666666666667,"[[28  2]
 [ 2  6]]"
0.3,0.2,ImADA2_WSVM,0.9333333333333333,0.75,0.8366600265340756,0.75,0.8947368421052632,0.75,0.8416666666666667,"[[28  2]
 [ 2  6]]"
0.3,0.2,ImADA_12_WSVM,0.9333333333333333,0.75,0.8366600265340756,0.75,0.8947368421052632,0.75,0.8416666666666667,"[[28  2]
 [ 2  6]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.8666666666666667,0.75,0.806225774829855,0.6666666666666665,0.8421052631578947,0.6,0.8083333333333333,"[[26  4]
 [ 2  6]]"
0.3,0.2,ADA_WSVM,0.9,0.75,0.8215838362577492,0.7058823529411765,0.868421052631579,0.6666666666666666,0.825,"[[27  3]
 [ 2  6]]"
0.3,0.2,ImADA1_WSVM,0.1,0.25,0.15811388300841897,0.1081081081081081,0.13157894736842105,0.06896551724137931,0.175,"[[ 3 27]
 [ 6  2]]"
0.3,0.2,ImADA2_WSVM,0.9,0.75,0.8215838362577492,0.7058823529411765,0.868421052631579,0.6666666666666666,0.825,"[[27  3]
 [ 2  6]]"
0.3,0.2,ImADA_12_WSVM,0.1,0.25,0.15811388300841897,0.1081081081081081,0.13157894736842105,0.06896551724137931,0.175,"[[ 3 27]
 [ 6  2]]"
