Time,IR,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
1,0.2,1,ADA_DSTree,0.85,0.8,0.8246211251235321,0.6666666666666666,0.84,0.5714285714285714,0.825,"[[17  3]
 [ 1  4]]"
1,0.2,1,ADA_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,1,ImADA1_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,1,ImADA2_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,1,ImADA_12_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,2,ADA_DSTree,0.95,1.0,0.9746794344808963,0.9090909090909091,0.96,0.8333333333333334,0.975,"[[19  1]
 [ 0  5]]"
1,0.2,2,ADA_WSVM,0.9,1.0,0.9486832980505138,0.8333333333333333,0.92,0.7142857142857143,0.9500000000000001,"[[18  2]
 [ 0  5]]"
1,0.2,2,ImADA1_WSVM,0.9,1.0,0.9486832980505138,0.8333333333333333,0.92,0.7142857142857143,0.9500000000000001,"[[18  2]
 [ 0  5]]"
1,0.2,2,ImADA2_WSVM,0.9,1.0,0.9486832980505138,0.8333333333333333,0.92,0.7142857142857143,0.9500000000000001,"[[18  2]
 [ 0  5]]"
1,0.2,2,ImADA_12_WSVM,0.9,1.0,0.9486832980505138,0.8333333333333333,0.92,0.7142857142857143,0.9500000000000001,"[[18  2]
 [ 0  5]]"
1,0.2,3,ADA_DSTree,0.95,0.8,0.8717797887081347,0.8000000000000002,0.92,0.8,0.875,"[[19  1]
 [ 1  4]]"
1,0.2,3,ADA_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,3,ImADA1_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,3,ImADA2_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,3,ImADA_12_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,4,ADA_DSTree,1.0,0.6,0.7745966692414834,0.7499999999999999,0.92,1.0,0.8,"[[20  0]
 [ 2  3]]"
1,0.2,4,ADA_WSVM,0.95,1.0,0.9746794344808963,0.9090909090909091,0.96,0.8333333333333334,0.975,"[[19  1]
 [ 0  5]]"
1,0.2,4,ImADA1_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,4,ImADA2_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,4,ImADA_12_WSVM,1.0,0.8,0.8944271909999159,0.888888888888889,0.96,1.0,0.9,"[[20  0]
 [ 1  4]]"
1,0.2,5,ADA_DSTree,0.95,1.0,0.9746794344808963,0.9090909090909091,0.96,0.8333333333333334,0.975,"[[19  1]
 [ 0  5]]"
1,0.2,5,ADA_WSVM,0.9,1.0,0.9486832980505138,0.8333333333333333,0.92,0.7142857142857143,0.9500000000000001,"[[18  2]
 [ 0  5]]"
1,0.2,5,ImADA1_WSVM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[20  0]
 [ 0  5]]"
1,0.2,5,ImADA2_WSVM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[20  0]
 [ 0  5]]"
1,0.2,5,ImADA_12_WSVM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[20  0]
 [ 0  5]]"
Time,IR,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
