Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,Decision Tree,None,none,none,0.95,0.7,0.8154753215150045,0.717948717948718,0.7368421052631579,0.9083333333333333,0.825,"[[95  5]
 [ 6 14]]",None,None
0.2,SVM (lib),None,none,none,1.0,0.15,0.3872983346207417,0.2608695652173913,1.0,0.8583333333333333,0.575,"[[100   0]
 [ 17   3]]",None,None
0.2,ADA_DSTree,None,none,none,0.97,0.65,0.7940403012442127,0.7222222222222223,0.8125,0.9166666666666666,0.8099999999999999,"[[97  3]
 [ 7 13]]",None,None
0.2,ADA_SVM,None,none,none,1.0,0.1,0.31622776601683794,0.18181818181818182,1.0,0.85,0.55,"[[100   0]
 [ 18   2]]",None,None
0.2,WSVM,10,10,1,0.94,0.4,0.6131883886702356,0.47058823529411764,0.5714285714285714,0.85,0.6699999999999999,"[[94  6]
 [12  8]]",None,None
0.2,ADA_WSVM,10,10,1,0.77,0.65,0.7074602462329598,0.4642857142857143,0.3611111111111111,0.75,0.71,"[[77 23]
 [ 7 13]]","[0.14583333333333331, 0.49372822299651536, 0.48480925017764326, 0.4855576071705079, 0.4862576314277668, 0.48691384001142485, 0.49892251319214925, 0.49892483015479827, 0.49892713717431425, 0.49892943431456693]","[0.8838309588244974, 0.012544211939801776, 0.030390852559551377, 0.02889282283862016, 0.027491661038505172, 0.026178298363150162, 0.002154976951546127, 0.002150343004774765, 0.002145728944453325, 0.0021411346428404855]"
0.2,ImADA1_SVM,10,10,1,0.08,1.0,0.282842712474619,0.30303030303030304,0.17857142857142858,0.23333333333333334,0.54,"[[ 8 92]
 [ 0 20]]","[0.16666666666666669, 0.3762499999999999, 0.5242877782142357, 0.473892417122567, 0.5232906336835637, 0.4810603337806797, 0.4957545512896529, 0.515805452375511, 0.49973600243498667, 0.4999999999999998]","[0.8047189562170501, 0.25274791550132164, -0.048613816656339424, 0.05226269708571347, -0.04661500219967442, 0.03789746502708935, 0.008491101480897378, -0.03162144012636317, 0.0005279951790912959, 4.440892098500624e-16]"
0.2,ImADA2_SVM,10,10,1,0.17,0.65,0.33241540277189324,0.22413793103448273,0.13541666666666666,0.25,0.41000000000000003,"[[17 83]
 [ 7 13]]","[0.2686197916666666, 0.5309244163577697, 0.49704716543765654, 0.49830597012379907, 0.5002629835888138, 0.49995908194616145, 0.5000063642774817, 0.49999901006445946, 0.5000001539788403, 0.4999999760494357]","[0.5008182397305906, -0.06192787721058269, 0.00590573778332238, 0.003388072716279398, -0.0005259672261290854, 8.183610785976717e-05, -1.2728554964038275e-05, 1.9798710810512026e-06, -3.07957680714564e-07, 4.790112865613787e-08]"
0.2,ImADA_12_SVM,10,10,1,0.0,1.0,0.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.5,"[[  0 100]
 [  0  20]]","[0.16666666666666669, 0.5555781249999998, 0.521727882329715, 0.4927584954492365, 0.4934522070834276, 0.5119590731664692, 0.4952069836066647, 0.49336889786174754, 0.5106456331766862, 0.4894766311485649]","[0.8047189562170501, -0.11161747901422368, -0.04348314970030413, 0.014484021869172714, 0.013096334516590128, -0.023922708912036194, 0.009586326429514319, 0.01326298190419993, -0.02129448446697142, 0.0210498461863157]"
0.2,ImADA1_WSVM,10,10,1,0.13,1.0,0.36055512754639896,0.31496062992125984,0.18691588785046728,0.275,0.565,"[[13 87]
 [ 0 20]]","[0.16666666666666669, 0.40124999999999994, 0.37579588837076217, 0.5264219260395034, 0.5264148789270426, 0.4958075476008255, 0.504157591391169, 0.4958766946465125, 0.5040895801778061, 0.495943597786366]","[0.8047189562170501, 0.20012973714044985, 0.25371563546874415, -0.05289312299614777, -0.052878989313829824, 0.00838510131143429, -0.008315374433811817, 0.008246797655889256, -0.008179342754567479, 0.008112982422724431]"
0.2,ImADA2_WSVM,10,10,1,0.58,0.85,0.7021395872616782,0.43037974683544306,0.288135593220339,0.625,0.7150000000000001,"[[58 42]
 [ 3 17]]","[0.2686197916666666, 0.668878629884909, 0.7164449785541863, 0.6878634788279991, 0.5805868127718987, 0.28473223503014994, 0.5180185297334823, 0.594958890260423, 0.3994940012139564, 0.4599660904070266]","[0.5008182397305906, -0.3515588191076732, -0.4634476344198555, -0.3950748631717567, -0.16259138858719685, 0.4605538783108881, -0.03605267171238963, -0.1922518718371788, 0.20378694088167834, 0.08023958143491215]"
0.2,ImADA_12_WSVM,10,10,1,0.0,1.0,0.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.5,"[[  0 100]
 [  0  20]]","[0.16666666666666669, 0.59584375, 0.40385333427982134, 0.539225298591417, 0.45763401992718755, 0.55339506425088, 0.4552823844891356, 0.5054609243055079, 0.5047035643186122, 0.49949144210938173]","[0.8047189562170501, -0.1940884538246002, 0.19471747106368925, -0.07861213541630085, 0.08493561600288517, -0.10719887858999161, 0.08967483600657218, -0.010922282919474158, -0.009407406143656634, 0.0010171161319805636]"
0.2,WSVM,10,10,2,0.94,0.4,0.6131883886702356,0.47058823529411764,0.5714285714285714,0.85,0.6699999999999999,"[[94  6]
 [12  8]]",None,None
0.2,ADA_WSVM,10,10,2,0.77,0.65,0.7074602462329598,0.4642857142857143,0.3611111111111111,0.75,0.71,"[[77 23]
 [ 7 13]]","[0.14583333333333331, 0.49372822299651536, 0.48480925017764326, 0.4855576071705079, 0.4862576314277668, 0.48691384001142485, 0.49892251319214925, 0.49892483015479827, 0.49892713717431425, 0.49892943431456693]","[0.8838309588244974, 0.012544211939801776, 0.030390852559551377, 0.02889282283862016, 0.027491661038505172, 0.026178298363150162, 0.002154976951546127, 0.002150343004774765, 0.002145728944453325, 0.0021411346428404855]"
0.2,ImADA1_SVM,10,10,2,0.52,1.0,0.7211102550927979,0.45454545454545453,0.29411764705882354,0.6,0.76,"[[52 48]
 [ 0 20]]","[0.2682499999999999, 0.3965682811093553, 0.5158951916149664, 0.4913699567914558, 0.5094944378751546, 0.4859037229098003, 0.4986372634948035, 0.4999999999999999, 0.5, 0.5]","[0.501759772030594, 0.20989232821290352, -0.03180109915065055, 0.017261800710992366, -0.018991158564038133, 0.02820002708083996, 0.0027254797588788207, 2.2204460492503126e-16, 0.0, 0.0]"
0.2,ImADA2_SVM,10,10,2,0.17,0.65,0.33241540277189324,0.22413793103448273,0.13541666666666666,0.25,0.41000000000000003,"[[17 83]
 [ 7 13]]","[0.2686197916666666, 0.5309244163577697, 0.49704716543765654, 0.49830597012379907, 0.5002629835888138, 0.49995908194616145, 0.5000063642774817, 0.49999901006445946, 0.5000001539788403, 0.4999999760494357]","[0.5008182397305906, -0.06192787721058269, 0.00590573778332238, 0.003388072716279398, -0.0005259672261290854, 8.183610785976717e-05, -1.2728554964038275e-05, 1.9798710810512026e-06, -3.07957680714564e-07, 4.790112865613787e-08]"
0.2,ImADA_12_SVM,10,10,2,0.1,1.0,0.31622776601683794,0.3076923076923077,0.18181818181818182,0.25,0.55,"[[10 90]
 [ 0 20]]","[0.2746528124999999, 0.6037799056787037, 0.46142060926890066, 0.5041959327082832, 0.49952277099202125, 0.5000540061322386, 0.4999938848572465, 0.5000006923761962, 0.4999999216063605, 0.5000000088760383]","[0.4855713097484374, -0.21061994317815247, 0.0773124517850969, -0.008392062419470115, 0.0009544583057915842, -0.00010801226489726236, 1.2230285507586055e-05, -1.384752392324007e-06, 1.567872791133623e-07, -1.775207667958853e-08]"
0.2,ImADA1_WSVM,10,10,2,0.41,1.0,0.6403124237432849,0.4040404040404041,0.25316455696202533,0.5083333333333333,0.7050000000000001,"[[41 59]
 [ 0 20]]","[0.2682499999999999, 0.41620293879874726, 0.543715706749728, 0.4920458120821417, 0.45769222001510296, 0.4711892616661813, 0.49595925988940776, 0.49599165326427225, 0.49602353139418404, 0.49605490647527994]","[0.501759772030594, 0.1691902247669093, -0.0876552235035968, 0.015909718051142985, 0.08481837525228142, 0.05768537628605648, 0.008081656162772285, 0.008016865215357737, 0.007953104890327986, 0.007890350790223894]"
0.2,ImADA2_WSVM,10,10,2,0.58,0.85,0.7021395872616782,0.43037974683544306,0.288135593220339,0.625,0.7150000000000001,"[[58 42]
 [ 3 17]]","[0.2686197916666666, 0.668878629884909, 0.7164449785541863, 0.6878634788279991, 0.5805868127718987, 0.28473223503014994, 0.5180185297334823, 0.594958890260423, 0.3994940012139564, 0.4599660904070266]","[0.5008182397305906, -0.3515588191076732, -0.4634476344198555, -0.3950748631717567, -0.16259138858719685, 0.4605538783108881, -0.03605267171238963, -0.1922518718371788, 0.20378694088167834, 0.08023958143491215]"
0.2,ImADA_12_WSVM,10,10,2,0.13,1.0,0.36055512754639896,0.31496062992125984,0.18691588785046728,0.275,0.565,"[[13 87]
 [ 0 20]]","[0.2746528124999999, 0.6332580277204389, 0.4565643468175815, 0.5211836913255214, 0.4392957758077928, 0.559334134816075, 0.6300785531082789, 0.380354053358295, 0.4473448457124042, 0.48612889670975223]","[0.4855713097484374, -0.2731097189211401, 0.0870908295789924, -0.042392759735966325, 0.12201030084174046, -0.11923005916856304, -0.2662769108430129, 0.24402286140940602, 0.10570222605232943, 0.02774932694720384]"
0.2,WSVM,10,10,3,0.94,0.4,0.6131883886702356,0.47058823529411764,0.5714285714285714,0.85,0.6699999999999999,"[[94  6]
 [12  8]]",None,None
0.2,ADA_WSVM,10,10,3,0.77,0.65,0.7074602462329598,0.4642857142857143,0.3611111111111111,0.75,0.71,"[[77 23]
 [ 7 13]]","[0.14583333333333331, 0.49372822299651536, 0.48480925017764326, 0.4855576071705079, 0.4862576314277668, 0.48691384001142485, 0.49892251319214925, 0.49892483015479827, 0.49892713717431425, 0.49892943431456693]","[0.8838309588244974, 0.012544211939801776, 0.030390852559551377, 0.02889282283862016, 0.027491661038505172, 0.026178298363150162, 0.002154976951546127, 0.002150343004774765, 0.002145728944453325, 0.0021411346428404855]"
0.2,ImADA1_SVM,10,10,3,0.58,0.85,0.7021395872616782,0.43037974683544306,0.288135593220339,0.625,0.7150000000000001,"[[58 42]
 [ 3 17]]","[0.44373333333333354, 0.5619857363824307, 0.4497093854088171, 0.5351184086434656, 0.47729240848829085, 0.5006600205235667, 0.4999999999999999, 0.5, 0.5, 0.5]","[0.11301200708978154, -0.12461249714302547, 0.10092248245343696, -0.07035265802903007, 0.045446445246718314, -0.0013200418138617578, 2.2204460492503126e-16, 0.0, 0.0, 0.0]"
0.2,ImADA2_SVM,10,10,3,0.17,0.65,0.33241540277189324,0.22413793103448273,0.13541666666666666,0.25,0.41000000000000003,"[[17 83]
 [ 7 13]]","[0.2686197916666666, 0.5309244163577697, 0.49704716543765654, 0.49830597012379907, 0.5002629835888138, 0.49995908194616145, 0.5000063642774817, 0.49999901006445946, 0.5000001539788403, 0.4999999760494357]","[0.5008182397305906, -0.06192787721058269, 0.00590573778332238, 0.003388072716279398, -0.0005259672261290854, 8.183610785976717e-05, -1.2728554964038275e-05, 1.9798710810512026e-06, -3.07957680714564e-07, 4.790112865613787e-08]"
0.2,ImADA_12_SVM,10,10,3,0.08,1.0,0.282842712474619,0.30303030303030304,0.17857142857142858,0.23333333333333334,0.54,"[[ 8 92]
 [ 0 20]]","[0.6458899111111113, 0.3844987378080017, 0.4641879076258859, 0.5685365384931271, 0.4374228404930365, 0.608069575370588, 0.4406476518264332, 0.4801727394414773, 0.5029953185978757, 0.49980712325153454]","[-0.30051061133690754, 0.23524824502179548, 0.07174704104908304, -0.13794137689741715, 0.12581398573592834, -0.21960248637360294, 0.11926700633917697, 0.039675326077421275, -0.005990708860759313, 0.00038575351606504683]"
0.2,ImADA1_WSVM,10,10,3,0.56,0.95,0.7293833011524188,0.4578313253012048,0.30158730158730157,0.625,0.755,"[[56 44]
 [ 1 19]]","[0.44373333333333354, 0.23490094938094622, 0.4471193215874639, 0.5093569604072272, 0.4978352980037757, 0.4999999999999999, 0.5, 0.5, 0.5, 0.5]","[0.11301200708978154, 0.5904206850414647, 0.1061583545841189, -0.018716105879540583, 0.004329431042492225, 2.2204460492503126e-16, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_WSVM,10,10,3,0.58,0.85,0.7021395872616782,0.43037974683544306,0.288135593220339,0.625,0.7150000000000001,"[[58 42]
 [ 3 17]]","[0.2686197916666666, 0.668878629884909, 0.7164449785541863, 0.6878634788279991, 0.5805868127718987, 0.28473223503014994, 0.5180185297334823, 0.594958890260423, 0.3994940012139564, 0.4599660904070266]","[0.5008182397305906, -0.3515588191076732, -0.4634476344198555, -0.3950748631717567, -0.16259138858719685, 0.4605538783108881, -0.03605267171238963, -0.1922518718371788, 0.20378694088167834, 0.08023958143491215]"
0.2,ImADA_12_WSVM,10,10,3,0.0,1.0,0.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.5,"[[  0 100]
 [  0  20]]","[0.6458899111111113, 0.3543459060860435, 0.6394830008785564, 0.39997116773440955, 0.5080309255930682, 0.4820469160131326, 0.48430354803269826, 0.5344090244015556, 0.4894808643096361, 0.5042091015248786]","[-0.30051061133690754, 0.2999951650762339, -0.286560464434119, 0.20279262199575737, -0.016063232628500856, 0.03592161063156956, 0.031403222756710855, -0.06892699756758452, 0.021041376113735123, -0.008418401913405508]"
0.2,WSVM,10,10,4,0.94,0.4,0.6131883886702356,0.47058823529411764,0.5714285714285714,0.85,0.6699999999999999,"[[94  6]
 [12  8]]",None,None
0.2,ADA_WSVM,10,10,4,0.77,0.65,0.7074602462329598,0.4642857142857143,0.3611111111111111,0.75,0.71,"[[77 23]
 [ 7 13]]","[0.14583333333333331, 0.49372822299651536, 0.48480925017764326, 0.4855576071705079, 0.4862576314277668, 0.48691384001142485, 0.49892251319214925, 0.49892483015479827, 0.49892713717431425, 0.49892943431456693]","[0.8838309588244974, 0.012544211939801776, 0.030390852559551377, 0.02889282283862016, 0.027491661038505172, 0.026178298363150162, 0.002154976951546127, 0.002150343004774765, 0.002145728944453325, 0.0021411346428404855]"
0.2,ImADA1_SVM,10,10,4,0.82,0.55,0.6715653356152326,0.4489795918367347,0.3793103448275862,0.775,0.685,"[[82 18]
 [ 9 11]]","[0.3857800000000002, 0.5161406385362095, 0.4797376334974268, 0.5147281448783998, 0.49161199805601297, 0.5131920250176848, 0.48022929614869536, 0.5102788183103659, 0.5050936959675939, 0.4969952304391688]","[0.2325429556818197, -0.032292497322243506, 0.040546938857938114, -0.02946481367065041, 0.01677757793478344, -0.02639017473190794, 0.039562035022627395, -0.020560533353579085, -0.01018774438301259, 0.0060096114671846414]"
0.2,ImADA2_SVM,10,10,4,0.17,0.65,0.33241540277189324,0.22413793103448273,0.13541666666666666,0.25,0.41000000000000003,"[[17 83]
 [ 7 13]]","[0.2686197916666666, 0.5309244163577697, 0.49704716543765654, 0.49830597012379907, 0.5002629835888138, 0.49995908194616145, 0.5000063642774817, 0.49999901006445946, 0.5000001539788403, 0.4999999760494357]","[0.5008182397305906, -0.06192787721058269, 0.00590573778332238, 0.003388072716279398, -0.0005259672261290854, 8.183610785976717e-05, -1.2728554964038275e-05, 1.9798710810512026e-06, -3.07957680714564e-07, 4.790112865613787e-08]"
0.2,ImADA_12_SVM,10,10,4,0.12,0.95,0.33763886032268264,0.2992125984251969,0.17757009345794392,0.25833333333333336,0.5349999999999999,"[[12 88]
 [ 1 19]]","[0.5690939590000003, 0.5134707084701016, 0.4054631786416264, 0.6065246872440648, 0.4185025268656238, 0.5450202973267523, 0.5025339110727127, 0.4996779420993132, 0.5000408042409243, 0.4999948280950164]","[-0.13907774326449368, -0.026947938166004257, 0.19137629314673155, -0.21636355185220704, 0.16446184935029493, -0.09028511416227877, -0.005067865531417524, 0.0006441158904517074, -8.160848202983413e-05, 1.034380996760925e-05]"
0.2,ImADA1_WSVM,10,10,4,0.56,0.95,0.7293833011524188,0.4578313253012048,0.30158730158730157,0.625,0.755,"[[56 44]
 [ 1 19]]","[0.3857800000000002, 0.45496149638316197, 0.5279792029205512, 0.41797719515648424, 0.4554276660708379, 0.5079240260745539, 0.48677255421119037, 0.5128865339308574, 0.48743724676090394, 0.5122548440749027]","[0.2325429556818197, 0.09032182448474158, -0.05601692414929897, 0.16554137827457113, 0.08938193765177108, -0.015849379152012677, 0.026461065755301997, -0.025778776732760335, 0.02513079565107939, -0.02451459777880706]"
0.2,ImADA2_WSVM,10,10,4,0.58,0.85,0.7021395872616782,0.43037974683544306,0.288135593220339,0.625,0.7150000000000001,"[[58 42]
 [ 3 17]]","[0.2686197916666666, 0.668878629884909, 0.7164449785541863, 0.6878634788279991, 0.5805868127718987, 0.28473223503014994, 0.5180185297334823, 0.594958890260423, 0.3994940012139564, 0.4599660904070266]","[0.5008182397305906, -0.3515588191076732, -0.4634476344198555, -0.3950748631717567, -0.16259138858719685, 0.4605538783108881, -0.03605267171238963, -0.1922518718371788, 0.20378694088167834, 0.08023958143491215]"
0.2,ImADA_12_WSVM,10,10,4,0.0,1.0,0.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.5,"[[  0 100]
 [  0  20]]","[0.5690939590000003, 0.4414004933255256, 0.5417362050932015, 0.44415646618980464, 0.5720415602470525, 0.44955299809497495, 0.5588356940447861, 0.43861979007545776, 0.5726500424834989, 0.42290048353080656]","[-0.13907774326449368, 0.11774007945205803, -0.0836670933854803, 0.11215496947696998, -0.14509277951446134, 0.10123846368260642, -0.11821905983315147, 0.12338272801863484, -0.1463357669153673, 0.1554389180032635]"
0.2,WSVM,10,10,5,0.94,0.4,0.6131883886702356,0.47058823529411764,0.5714285714285714,0.85,0.6699999999999999,"[[94  6]
 [12  8]]",None,None
0.2,ADA_WSVM,10,10,5,0.77,0.65,0.7074602462329598,0.4642857142857143,0.3611111111111111,0.75,0.71,"[[77 23]
 [ 7 13]]","[0.14583333333333331, 0.49372822299651536, 0.48480925017764326, 0.4855576071705079, 0.4862576314277668, 0.48691384001142485, 0.49892251319214925, 0.49892483015479827, 0.49892713717431425, 0.49892943431456693]","[0.8838309588244974, 0.012544211939801776, 0.030390852559551377, 0.02889282283862016, 0.027491661038505172, 0.026178298363150162, 0.002154976951546127, 0.002150343004774765, 0.002145728944453325, 0.0021411346428404855]"
0.2,ImADA1_SVM,10,10,5,0.84,0.45,0.6148170459575759,0.39999999999999997,0.36,0.775,0.645,"[[84 16]
 [11  9]]","[0.3714793333333333, 0.47766504427776474, 0.5027109617510777, 0.5035181483774075, 0.4958659351848649, 0.5005774714408221, 0.5035267658989786, 0.4959332508105918, 0.5005031575662117, 0.5035343382437028]","[0.26293783886566235, 0.04469965852883424, -0.00542197663298074, -0.007036412879377015, 0.00826831804653517, -0.001154943395168018, -0.007053648777951372, 0.00813367773986624, -0.0010063154721119683, -0.007068794222539574]"
0.2,ImADA2_SVM,10,10,5,0.17,0.65,0.33241540277189324,0.22413793103448273,0.13541666666666666,0.25,0.41000000000000003,"[[17 83]
 [ 7 13]]","[0.2686197916666666, 0.5309244163577697, 0.49704716543765654, 0.49830597012379907, 0.5002629835888138, 0.49995908194616145, 0.5000063642774817, 0.49999901006445946, 0.5000001539788403, 0.4999999760494357]","[0.5008182397305906, -0.06192787721058269, 0.00590573778332238, 0.003388072716279398, -0.0005259672261290854, 8.183610785976717e-05, -1.2728554964038275e-05, 1.9798710810512026e-06, -3.07957680714564e-07, 4.790112865613787e-08]"
0.2,ImADA_12_SVM,10,10,5,0.16,0.6,0.30983866769659335,0.20689655172413793,0.125,0.23333333333333334,0.38,"[[16 84]
 [ 8 12]]","[0.5442177632222222, 0.47380991226612806, 0.5159899792474021, 0.4852833398037914, 0.5140503891679022, 0.4862204340558407, 0.513285161712018, 0.4869471099959115, 0.5126097882939986, 0.4875995004430681]","[-0.08866716113670224, 0.05242815934592196, -0.031990867346608644, 0.02944182437462669, -0.02810817847051292, 0.02756611217591806, -0.026576578798085528, 0.02611171289963857, -0.025224925406918414, 0.02480608593649316]"
0.2,ImADA1_WSVM,10,10,5,0.82,0.5,0.6403124237432849,0.41666666666666663,0.35714285714285715,0.7666666666666667,0.66,"[[82 18]
 [10 10]]","[0.3714793333333333, 0.4038968043351407, 0.48379013510306906, 0.5191265852188378, 0.496578324377742, 0.503398419047043, 0.4966245235200815, 0.5033528416039683, 0.49666949172941555, 0.5033084704938986]","[0.26293783886566235, 0.19462719432384976, 0.03243109509410978, -0.03827184552263535, 0.006843458075552652, -0.006796942761515253, 0.006751055521691974, -0.006705783720317454, 0.006661115058319808, -0.006617037562179502]"
0.2,ImADA2_WSVM,10,10,5,0.58,0.85,0.7021395872616782,0.43037974683544306,0.288135593220339,0.625,0.7150000000000001,"[[58 42]
 [ 3 17]]","[0.2686197916666666, 0.668878629884909, 0.7164449785541863, 0.6878634788279991, 0.5805868127718987, 0.28473223503014994, 0.5180185297334823, 0.594958890260423, 0.3994940012139564, 0.4599660904070266]","[0.5008182397305906, -0.3515588191076732, -0.4634476344198555, -0.3950748631717567, -0.16259138858719685, 0.4605538783108881, -0.03605267171238963, -0.1922518718371788, 0.20378694088167834, 0.08023958143491215]"
0.2,ImADA_12_WSVM,10,10,5,0.58,0.9,0.7224956747275377,0.45000000000000007,0.3,0.6333333333333333,0.74,"[[58 42]
 [ 2 18]]","[0.5442177632222222, 0.4972054185491517, 0.5078955439759014, 0.40406238068861833, 0.5852598481783454, 0.43784902872103115, 0.5503819437015828, 0.592892750893262, 0.40262658626159076, 0.4559972316453151]","[-0.08866716113670224, 0.0055892211022600564, -0.015792400695332262, 0.19428336115799177, -0.17220187479845248, 0.12494813915666123, -0.10110701086356315, -0.18796843103255742, 0.19726642703275737, 0.08823379859379059]"
0.2,WSVM,10,100,1,0.94,0.35,0.5735852159879994,0.4242424242424242,0.5384615384615384,0.8416666666666667,0.6449999999999999,"[[94  6]
 [13  7]]",None,None
0.2,ADA_WSVM,10,100,1,1.0,0.2,0.4472135954999579,0.33333333333333337,1.0,0.8666666666666667,0.6,"[[100   0]
 [ 16   4]]","[0.15625000000000003, 0.40296296296296297, 0.5080941650853891, 0.3302436378587112, 0.4113162505865161, 0.5000000000000001, 0.49999999999999983, 0.5000000000000001, 0.4999999999999999, 0.5000000000000002]","[0.8431994767851143, 0.19656724782534285, -0.016189744508747075, 0.35354166453106034, 0.17926336335363593, -2.2204460492503136e-16, 4.440892098500624e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -4.440892098500628e-16]"
0.2,ImADA1_SVM,10,100,1,0.55,0.95,0.722841614740048,0.45238095238095244,0.296875,0.6166666666666667,0.75,"[[55 45]
 [ 1 19]]","[0.6304166666666665, 0.295359049083069, 0.8134372794812637, 0.32159729996956543, 0.38018505096480726, 0.4632525264356861, 0.5338487503207342, 0.4740638926448076, 0.5230289113189389, 0.5075136972406863]","[-0.2670023657393879, 0.43474832590490864, -0.7362506692488872, 0.3732204614074603, 0.2443814268905335, 0.0736277054820955, -0.06780120407466994, 0.051918814616444195, -0.046090431992835, -0.015028525809686253]"
0.2,ImADA2_SVM,10,100,1,0.94,0.3,0.5310367218940701,0.37499999999999994,0.5,0.8333333333333334,0.62,"[[94  6]
 [14  6]]","[0.25468749999999996, 0.5067073271918274, 0.49884007702413746, 0.5001987413084665, 0.49996589344057885, 0.5000058515266497, 0.4999989960298654, 0.50000017225384, 0.4999999704459074, 0.5000000050706805]","[0.5368831450407896, -0.013415459139434078, 0.002319850113298711, -0.0003974826378661556, 6.821311894814725e-05, -1.1703053299894566e-05, 2.0079402692228117e-06, -3.445076799417719e-07, 5.910818518315965e-08, -1.0141361076062034e-08]"
0.2,ImADA_12_SVM,10,100,1,0.68,0.7,0.6899275324264136,0.42424242424242425,0.30434782608695654,0.6833333333333333,0.69,"[[68 32]
 [ 6 14]]","[0.857556423611111, 0.31171625600415925, 0.305639011004455, 0.713863209677083, 0.33863425283689724, 0.42699323632351516, 0.711489579682296, 0.3579629469979854, 0.49106692854413236, 0.5007923364304212]","[-0.897570505436434, 0.39605391668655265, 0.4102936396852082, -0.4571106882904178, 0.33469319303025624, 0.14706467375329674, -0.45131478380605977, 0.2921082679711741, 0.017868044227910485, -0.0015846741873149547]"
0.2,ImADA1_WSVM,10,100,1,0.91,0.5,0.6745368781616021,0.5128205128205129,0.5263157894736842,0.8416666666666667,0.705,"[[91  9]
 [10 10]]","[0.6304166666666665, 0.4547629674724356, 0.4998182817089012, 0.441308897982633, 0.5882145842543952, 0.38795727019757964, 0.6980652766408503, 0.18400864145073162, 0.5344989368971949, 0.337501588471969]","[-0.2670023657393879, 0.09072214479098803, 0.00036343659819930977, 0.11792582546239486, -0.17829472121700937, 0.22795344740583792, -0.4190508858691398, 0.7447105219912692, -0.06910768049740325, 0.33722397163942214]"
0.2,ImADA2_WSVM,10,100,1,0.96,0.3,0.5366563145999496,0.4,0.6,0.85,0.63,"[[96  4]
 [14  6]]","[0.25468749999999996, 0.5089541532146833, 0.48998531049405103, 0.43060341008637726, 0.41059931950759143, 0.5970098360762104, 0.4826463377312362, 0.4291920097009786, 0.48993671818914225, 0.4886983707863747]","[0.5368831450407896, -0.017910221240201467, 0.020032058092339648, 0.13969484081608424, 0.1807441887913991, -0.19651071729229988, 0.03472127074759609, 0.14257424503476165, 0.02012928189557281, 0.02260710899753789]"
0.2,ImADA_12_WSVM,10,100,1,0.39,0.95,0.6086871117413281,0.38,0.2375,0.48333333333333334,0.6699999999999999,"[[39 61]
 [ 1 19]]","[0.857556423611111, 0.19130776720299655, 0.45927873826158433, 0.8164479604894017, 0.5939501280841168, 0.22854846779757687, 0.556686345862849, 0.5792682577402015, 0.3787991577183665, 0.5661716115199855]","[-0.897570505436434, 0.7207674688341528, 0.08162330979235717, -0.746232477084953, -0.19015968354720347, 0.6082627731395198, -0.11386221278455903, -0.15988512181441503, 0.24732415470548622, -0.13312409757967308]"
0.2,WSVM,10,100,2,0.94,0.35,0.5735852159879994,0.4242424242424242,0.5384615384615384,0.8416666666666667,0.6449999999999999,"[[94  6]
 [13  7]]",None,None
0.2,ADA_WSVM,10,100,2,1.0,0.2,0.4472135954999579,0.33333333333333337,1.0,0.8666666666666667,0.6,"[[100   0]
 [ 16   4]]","[0.15625000000000003, 0.40296296296296297, 0.5080941650853891, 0.3302436378587112, 0.4113162505865161, 0.5000000000000001, 0.49999999999999983, 0.5000000000000001, 0.4999999999999999, 0.5000000000000002]","[0.8431994767851143, 0.19656724782534285, -0.016189744508747075, 0.35354166453106034, 0.17926336335363593, -2.2204460492503136e-16, 4.440892098500624e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -4.440892098500628e-16]"
0.2,ImADA1_SVM,10,100,2,0.6,0.95,0.7549834435270749,0.48101265822784806,0.3220338983050847,0.6583333333333333,0.7749999999999999,"[[60 40]
 [ 1 19]]","[0.22025, 0.6769101100901473, 0.3760048749659286, 0.5647878174128756, 0.47315463317886464, 0.5110564281479734, 0.5124317005640185, 0.5041805913746377, 0.47957372019075967, 0.5066355052795217]","[0.6321050453358119, -0.3698039529164346, 0.2532702236263751, -0.1303082139915131, 0.05374241439397364, -0.02211646159021616, -0.024868526453892627, -0.008361377599140728, 0.040875309112842005, -0.013271789736942426]"
0.2,ImADA2_SVM,10,100,2,0.94,0.3,0.5310367218940701,0.37499999999999994,0.5,0.8333333333333334,0.62,"[[94  6]
 [14  6]]","[0.25468749999999996, 0.5067073271918274, 0.49884007702413746, 0.5001987413084665, 0.49996589344057885, 0.5000058515266497, 0.4999989960298654, 0.50000017225384, 0.4999999704459074, 0.5000000050706805]","[0.5368831450407896, -0.013415459139434078, 0.002319850113298711, -0.0003974826378661556, 6.821311894814725e-05, -1.1703053299894566e-05, 2.0079402692228117e-06, -3.445076799417719e-07, 5.910818518315965e-08, -1.0141361076062034e-08]"
