Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.8666666666666667,0.625,0.7359800721939873,0.5882352941176471,0.8157894736842105,0.5555555555555556,0.7458333333333333,"[[26  4]
 [ 3  5]]"
0.3,0.2,ADA_WSVM,0.9666666666666667,0.25,0.4915960401250875,0.36363636363636365,0.8157894736842105,0.6666666666666666,0.6083333333333333,"[[29  1]
 [ 6  2]]"
0.3,0.2,ImADA1_WSVM,0.8666666666666667,0.5,0.6582805886043833,0.5,0.7894736842105263,0.5,0.6833333333333333,"[[26  4]
 [ 4  4]]"
0.3,0.2,ImADA2_WSVM,0.8666666666666667,0.5,0.6582805886043833,0.5,0.7894736842105263,0.5,0.6833333333333333,"[[26  4]
 [ 4  4]]"
0.3,0.2,ImADA_12_WSVM,0.8666666666666667,0.5,0.6582805886043833,0.5,0.7894736842105263,0.5,0.6833333333333333,"[[26  4]
 [ 4  4]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.9666666666666667,0.375,0.6020797289396148,0.5,0.8421052631578947,0.75,0.6708333333333333,"[[29  1]
 [ 5  3]]"
0.3,0.2,ADA_WSVM,0.9,0.375,0.5809475019311126,0.42857142857142855,0.7894736842105263,0.5,0.6375000000000001,"[[27  3]
 [ 5  3]]"
0.3,0.2,ImADA1_WSVM,0.9,0.375,0.5809475019311126,0.42857142857142855,0.7894736842105263,0.5,0.6375000000000001,"[[27  3]
 [ 5  3]]"
0.3,0.2,ImADA2_WSVM,0.9,0.375,0.5809475019311126,0.42857142857142855,0.7894736842105263,0.5,0.6375000000000001,"[[27  3]
 [ 5  3]]"
0.3,0.2,ImADA_12_WSVM,0.1,0.625,0.25,0.25,0.21052631578947367,0.15625,0.3625,"[[ 3 27]
 [ 3  5]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.8,0.125,0.31622776601683794,0.13333333333333333,0.6578947368421053,0.14285714285714285,0.4625,"[[24  6]
 [ 7  1]]"
0.3,0.2,ADA_WSVM,1.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.5,"[[30  0]
 [ 8  0]]"
0.3,0.2,ImADA1_WSVM,0.0,1.0,0.0,0.34782608695652173,0.21052631578947367,0.21052631578947367,0.5,"[[ 0 30]
 [ 0  8]]"
0.3,0.2,ImADA2_WSVM,1.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.5,"[[30  0]
 [ 8  0]]"
0.3,0.2,ImADA_12_WSVM,0.0,1.0,0.0,0.34782608695652173,0.21052631578947367,0.21052631578947367,0.5,"[[ 0 30]
 [ 0  8]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.9666666666666667,0.75,0.85146931829632,0.7999999999999999,0.9210526315789473,0.8571428571428571,0.8583333333333333,"[[29  1]
 [ 2  6]]"
0.3,0.2,ADA_WSVM,0.7,0.375,0.5123475382979799,0.3,0.631578947368421,0.25,0.5375,"[[21  9]
 [ 5  3]]"
0.3,0.2,ImADA1_WSVM,0.9,0.625,0.75,0.625,0.8421052631578947,0.625,0.7625000000000001,"[[27  3]
 [ 3  5]]"
0.3,0.2,ImADA2_WSVM,0.9,0.625,0.75,0.625,0.8421052631578947,0.625,0.7625000000000001,"[[27  3]
 [ 3  5]]"
0.3,0.2,ImADA_12_WSVM,0.9,0.625,0.75,0.625,0.8421052631578947,0.625,0.7625000000000001,"[[27  3]
 [ 3  5]]"
Test Size,IR,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.2,ADA_DSTree,0.8666666666666667,0.625,0.7359800721939873,0.5882352941176471,0.8157894736842105,0.5555555555555556,0.7458333333333333,"[[26  4]
 [ 3  5]]"
0.3,0.2,ADA_WSVM,0.7,0.625,0.6614378277661477,0.45454545454545453,0.6842105263157895,0.35714285714285715,0.6625,"[[21  9]
 [ 3  5]]"
0.3,0.2,ImADA1_WSVM,0.7,0.75,0.7245688373094719,0.5217391304347827,0.7105263157894737,0.4,0.7249999999999999,"[[21  9]
 [ 2  6]]"
0.3,0.2,ImADA2_WSVM,0.7,0.75,0.7245688373094719,0.5217391304347827,0.7105263157894737,0.4,0.7249999999999999,"[[21  9]
 [ 2  6]]"
0.3,0.2,ImADA_12_WSVM,0.7,0.75,0.7245688373094719,0.5217391304347827,0.7105263157894737,0.4,0.7249999999999999,"[[21  9]
 [ 2  6]]"
