Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,ADA_WSVM,10,10,0.5,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.7333333333333333,0.8676470588235294,0.8052884615384616,"[[48  4]
 [ 5 11]]","[0.11194029850746269, 0.38781512605042023, 0.5536278579914451, 0.5687320794482466, 0.4016987058379344, 0.5422701084333141, 0.2626149797781216, 0.6038803070833624, 0.49345647986452656, 0.5]","[1.0355366460046598, 0.2282527858461762, -0.1076698606643777, -0.13833996936076154, 0.19919607190597283, -0.0847424893050864, 0.5162105834717949, -0.21082979539595798, 0.013087787489581351, 0.0]"
0.2,ImADA_1_DecisionTree,0.9615384615384616,0.5,0.6933752452815364,0.6153846153846154,0.8,0.8529411764705882,0.7307692307692307,"[[50  2]
 [ 8  8]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_2_DecisionTree,0.9615384615384616,0.6875,0.8130545444849886,0.7586206896551724,0.8461538461538461,0.8970588235294118,0.8245192307692308,"[[50  2]
 [ 5 11]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_12_DecisionTree,0.9615384615384616,0.5,0.6933752452815364,0.6153846153846154,0.8,0.8529411764705882,0.7307692307692307,"[[50  2]
 [ 8  8]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA1_SVM,10,10,0.5,0.8846153846153846,0.9375,0.9106738840424288,0.8108108108108109,0.7142857142857143,0.8970588235294118,0.9110576923076923,"[[46  6]
 [ 1 15]]","[0.04362846350965162, 0.18733654229025828, 0.341441041820902, 0.4827174991688024, 0.5012790604371503, 0.49661758510612714, 0.5303092703222209, 0.47354260034140827, 0.494969105415794, 0.5029785058383751]","[1.5437183519527218, 0.7337051909738395, 0.3284395159357021, 0.034578776927545296, -0.002558126454421867, 0.0067649329833719424, -0.06069295455938277, 0.05296426917494212, 0.010062128739546887, -0.005957082141732422]"
0.2,ImADA2_SVM,10,10,0.5,0.9615384615384616,0.6875,0.8130545444849886,0.7586206896551724,0.8461538461538461,0.8970588235294118,0.8245192307692308,"[[50  2]
 [ 5 11]]","[0.16827244375139228, 0.44536833497571926, 0.5173667431115619, 0.5200244226243036, 0.47767171509369377, 0.5212706098101655, 0.49829471692312843, 0.5001336984152599, 0.4999894992555405, 0.5000008246201436]","[0.7989602879408774, 0.10970128397851775, -0.034747464009342505, -0.04007027745879705, 0.04468629022982551, -0.04256691058956699, 0.003410579377693467, -0.0002673968368928588, 2.1001488922170248e-05, -1.6492402872266514e-06]"
0.2,ImADA_12_SVM,10,10,0.5,0.8269230769230769,1.0,0.9093531090412992,0.7804878048780487,0.64,0.8676470588235294,0.9134615384615384,"[[43  9]
 [ 0 16]]","[0.04362846350965162, 0.272783847705186, 0.4899362958209608, 0.5086309591250361, 0.4915396309092218, 0.5082646479507759, 0.4918228371881118, 0.5079988530391603, 0.4920828208331544, 0.5077499597876447]","[1.5437183519527218, 0.49027201965929945, 0.02013012697427349, -0.017263633089919145, 0.016922353325662495, -0.016530801513353916, 0.01635578392207642, -0.015999071034097336, 0.015835681899355337, -0.015501161026592372]"
0.2,ImADA1_WSVM,10,10,0.5,0.8653846153846154,0.9375,0.9007208651536152,0.7894736842105263,0.6818181818181818,0.8823529411764706,0.9014423076923077,"[[45  7]
 [ 1 15]]","[0.04362846350965162, 0.18048722722176513, 0.37228469801752995, 0.5170463981063754, 0.49999999999999994, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001]","[1.5437183519527218, 0.7565249860850844, 0.2612139220336468, -0.034106014330976396, 1.1102230246251564e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16]"
0.2,ImADA2_WSVM,10,10,0.5,0.9038461538461539,0.6875,0.7882856276561375,0.6875,0.6875,0.8529411764705882,0.7956730769230769,"[[47  5]
 [ 5 11]]","[0.16827244375139228, 0.4261528810173745, 0.6569952916471815, 0.5601596146856791, 0.2598949775377321, 0.43974686308667255, 0.6527777331211133, 0.5408241275396559, 0.7118052450675306, 0.6514541366159758]","[0.7989602879408774, 0.14878243004575442, -0.3249663389842061, -0.12090493444594475, 0.5232572407544487, 0.1210947308030034, -0.3156357899102304, -0.08183041859675506, -0.4520839288942233, -0.3127185868484072]"
0.2,ImADA_12_WSVM,10,10,0.5,0.8269230769230769,1.0,0.9093531090412992,0.7804878048780487,0.64,0.8676470588235294,0.9134615384615384,"[[43  9]
 [ 0 16]]","[0.04362846350965162, 0.2666547022357911, 0.4344725375303605, 0.3807775903561704, 0.6717708335501928, 0.44903627385086503, 0.6628934637370383, 0.4999999999999997, 0.5000000000000001, 0.5]","[1.5437183519527218, 0.505831047150361, 0.1318130597985256, 0.2431245302874645, -0.35810260911830794, 0.10228265083001038, -0.3381076386786136, 5.55111512312578e-16, -2.2204460492503136e-16, 0.0]"
0.2,WSVM,10,10,0.7,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]",None,None
0.2,ADA_WSVM,10,10,0.7,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.7333333333333333,0.8676470588235294,0.8052884615384616,"[[48  4]
 [ 5 11]]","[0.11194029850746269, 0.38781512605042023, 0.5536278579914451, 0.5687320794482466, 0.4016987058379344, 0.5422701084333141, 0.2626149797781216, 0.6038803070833624, 0.49345647986452656, 0.5]","[1.0355366460046598, 0.2282527858461762, -0.1076698606643777, -0.13833996936076154, 0.19919607190597283, -0.0847424893050864, 0.5162105834717949, -0.21082979539595798, 0.013087787489581351, 0.0]"
0.2,ImADA_1_DecisionTree,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.7333333333333333,0.8676470588235294,0.8052884615384616,"[[48  4]
 [ 5 11]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_2_DecisionTree,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_12_DecisionTree,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.7333333333333333,0.8676470588235294,0.8052884615384616,"[[48  4]
 [ 5 11]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA1_SVM,10,10,0.7,0.8846153846153846,0.9375,0.9106738840424288,0.8108108108108109,0.7142857142857143,0.8970588235294118,0.9110576923076923,"[[46  6]
 [ 1 15]]","[0.050157277150775934, 0.20542095075199887, 0.45451842443518314, 0.4830581337648564, 0.5427878115194954, 0.4548004268255083, 0.47482391961116593, 0.4977601784884864, 0.4760575257059375, 0.5001127372822889]","[1.4705664022100127, 0.6763755922802354, 0.09121528938954224, 0.03389670879755244, -0.08578544117340144, 0.0906466082883958, 0.050394778911384955, 0.004479672988021165, 0.04792159858012289, -0.000225474568398711]"
0.2,ImADA2_SVM,10,10,0.7,0.9615384615384616,0.6875,0.8130545444849886,0.7586206896551724,0.8461538461538461,0.8970588235294118,0.8245192307692308,"[[50  2]
 [ 5 11]]","[0.16827244375139228, 0.44536833497571926, 0.5173667431115619, 0.5200244226243036, 0.47767171509369377, 0.5212706098101655, 0.49829471692312843, 0.5001336984152599, 0.4999894992555405, 0.5000008246201436]","[0.7989602879408774, 0.10970128397851775, -0.034747464009342505, -0.04007027745879705, 0.04468629022982551, -0.04256691058956699, 0.003410579377693467, -0.0002673968368928588, 2.1001488922170248e-05, -1.6492402872266514e-06]"
0.2,ImADA_12_SVM,10,10,0.7,0.8269230769230769,1.0,0.9093531090412992,0.7804878048780487,0.64,0.8676470588235294,0.9134615384615384,"[[43  9]
 [ 0 16]]","[0.05015727715077595, 0.28534149223627153, 0.4741561279645587, 0.5014461419012739, 0.4999172008513618, 0.5000047344978168, 0.49999972925877034, 0.5000000154822122, 0.49999999911465676, 0.500000000050628]","[1.4705664022100124, 0.4590590678656068, 0.05173384805029432, -0.0028922918675342584, 0.00016559829879005708, -9.468995633844006e-06, 5.414824593218313e-07, -3.096442437301035e-08, 1.7706864831889492e-09, -1.0125589256974584e-10]"
0.2,ImADA1_WSVM,10,10,0.7,0.8846153846153846,0.9375,0.9106738840424288,0.8108108108108109,0.7142857142857143,0.8970588235294118,0.9110576923076923,"[[46  6]
 [ 1 15]]","[0.050157277150775934, 0.18929191849393437, 0.3990249304086523, 0.5409577763139085, 0.49999999999999967, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.4705664022100127, 0.7273088373601074, 0.20476477748225844, -0.08209951594526534, 6.661338147750935e-16, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_WSVM,10,10,0.7,0.9038461538461539,0.6875,0.7882856276561375,0.6875,0.6875,0.8529411764705882,0.7956730769230769,"[[47  5]
 [ 5 11]]","[0.16827244375139228, 0.4261528810173745, 0.6569952916471815, 0.5601596146856791, 0.2598949775377321, 0.43974686308667255, 0.6527777331211133, 0.5408241275396559, 0.7118052450675306, 0.6514541366159758]","[0.7989602879408774, 0.14878243004575442, -0.3249663389842061, -0.12090493444594475, 0.5232572407544487, 0.1210947308030034, -0.3156357899102304, -0.08183041859675506, -0.4520839288942233, -0.3127185868484072]"
0.2,ImADA_12_WSVM,10,10,0.7,0.8076923076923077,1.0,0.8987170342729172,0.761904761904762,0.6153846153846154,0.8529411764705882,0.9038461538461539,"[[42 10]
 [ 0 16]]","[0.05015727715077595, 0.2708347541890873, 0.47462307763553907, 0.4182017151857651, 0.543680268868627, 0.45957240978386293, 0.515969909268602, 0.576958196614306, 0.5000000000000001, 0.5]","[1.4705664022100124, 0.49519575460046644, 0.05079749204424262, 0.16507995482505725, -0.0875838022215726, 0.08103207335792112, -0.03195068634674452, -0.1551494071036765, -2.2204460492503136e-16, 0.0]"
0.2,WSVM,10,10,1,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]",None,None
0.2,ADA_WSVM,10,10,1,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.7333333333333333,0.8676470588235294,0.8052884615384616,"[[48  4]
 [ 5 11]]","[0.11194029850746269, 0.38781512605042023, 0.5536278579914451, 0.5687320794482466, 0.4016987058379344, 0.5422701084333141, 0.2626149797781216, 0.6038803070833624, 0.49345647986452656, 0.5]","[1.0355366460046598, 0.2282527858461762, -0.1076698606643777, -0.13833996936076154, 0.19919607190597283, -0.0847424893050864, 0.5162105834717949, -0.21082979539595798, 0.013087787489581351, 0.0]"
0.2,ImADA_1_DecisionTree,0.9615384615384616,0.5625,0.7354355067681901,0.6666666666666666,0.8181818181818182,0.8676470588235294,0.7620192307692308,"[[50  2]
 [ 7  9]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_2_DecisionTree,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_12_DecisionTree,0.9615384615384616,0.625,0.7752170911825529,0.7142857142857143,0.8333333333333334,0.8823529411764706,0.7932692307692307,"[[50  2]
 [ 6 10]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA1_SVM,10,10,1,0.8846153846153846,0.8125,0.8477912478906585,0.742857142857143,0.6842105263157895,0.8676470588235294,0.8485576923076923,"[[46  6]
 [ 3 13]]","[0.10566110998819163, 0.1870134990762866, 0.7150619692254605, 0.33580077734212166, 0.5516142621070205, 0.46263623906165646, 0.5211861627574543, 0.4606263355786172, 0.4737373323492583, 0.5494656812947784]","[1.067923938990854, 0.7347668517785876, -0.4600487442182622, 0.34103203953080674, -0.1035975587203923, 0.07486708766629177, -0.04239771148924208, 0.07891071162165952, 0.05257371965877833, -0.09925603208895858]"
0.2,ImADA2_SVM,10,10,1,0.9615384615384616,0.6875,0.8130545444849886,0.7586206896551724,0.8461538461538461,0.8970588235294118,0.8245192307692308,"[[50  2]
 [ 5 11]]","[0.16827244375139228, 0.44536833497571926, 0.5173667431115619, 0.5200244226243036, 0.47767171509369377, 0.5212706098101655, 0.49829471692312843, 0.5001336984152599, 0.4999894992555405, 0.5000008246201436]","[0.7989602879408774, 0.10970128397851775, -0.034747464009342505, -0.04007027745879705, 0.04468629022982551, -0.04256691058956699, 0.003410579377693467, -0.0002673968368928588, 2.1001488922170248e-05, -1.6492402872266514e-06]"
0.2,ImADA_12_SVM,10,10,1,0.8846153846153846,0.875,0.879794556438298,0.7777777777777777,0.7,0.8823529411764706,0.8798076923076923,"[[46  6]
 [ 2 14]]","[0.17360635719853335, 0.5748042315956414, 0.28618806893047866, 0.7575263900042943, 0.3082722223592324, 0.5282852101606825, 0.4948290915768824, 0.5004028245036422, 0.4999684519012555, 0.500002469732878]","[0.7801404018859232, -0.15073991081462051, 0.4569851737001786, -0.5695827476852325, 0.4041046309313184, -0.0566308822464036, 0.010342185566615017, -0.0008056491815920193, 6.309619757272938e-05, -4.939465756006862e-06]"
0.2,ImADA1_WSVM,10,10,1,0.8846153846153846,0.875,0.879794556438298,0.7777777777777777,0.7,0.8823529411764706,0.8798076923076923,"[[46  6]
 [ 2 14]]","[0.10566110998819163, 0.1443078156187517, 0.6210937789234632, 0.4999999999999998, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5, 0.5, 0.5]","[1.067923938990854, 0.88998104359016, -0.24709667330976687, 4.440892098500624e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_WSVM,10,10,1,0.9038461538461539,0.6875,0.7882856276561375,0.6875,0.6875,0.8529411764705882,0.7956730769230769,"[[47  5]
 [ 5 11]]","[0.16827244375139228, 0.4261528810173745, 0.6569952916471815, 0.5601596146856791, 0.2598949775377321, 0.43974686308667255, 0.6527777331211133, 0.5408241275396559, 0.7118052450675306, 0.6514541366159758]","[0.7989602879408774, 0.14878243004575442, -0.3249663389842061, -0.12090493444594475, 0.5232572407544487, 0.1210947308030034, -0.3156357899102304, -0.08183041859675506, -0.4520839288942233, -0.3127185868484072]"
0.2,ImADA_12_WSVM,10,10,1,0.8269230769230769,0.9375,0.8804773617847222,0.75,0.625,0.8529411764705882,0.8822115384615384,"[[43  9]
 [ 1 15]]","[0.17360635719853335, 0.39449394404915594, 0.7922618511235049, 0.2526975334483854, 0.42836794243043846, 0.8216552280745859, 0.4061483522582867, 0.43336038406826566, 0.30863333615102806, 0.5599636412018479]","[0.7801404018859232, 0.21423038764904248, -0.6693067851439061, 0.5421383789959613, 0.1442565117795094, -0.7638011393478167, 0.18995552219126677, 0.13407691301980967, 0.40325817648785084, -0.12050724903280584]"
0.2,WSVM,10,10,1.5,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]",None,None
0.2,ADA_WSVM,10,10,1.5,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.7333333333333333,0.8676470588235294,0.8052884615384616,"[[48  4]
 [ 5 11]]","[0.11194029850746269, 0.38781512605042023, 0.5536278579914451, 0.5687320794482466, 0.4016987058379344, 0.5422701084333141, 0.2626149797781216, 0.6038803070833624, 0.49345647986452656, 0.5]","[1.0355366460046598, 0.2282527858461762, -0.1076698606643777, -0.13833996936076154, 0.19919607190597283, -0.0847424893050864, 0.5162105834717949, -0.21082979539595798, 0.013087787489581351, 0.0]"
0.2,ImADA_1_DecisionTree,0.9423076923076923,0.75,0.8406728074767074,0.7741935483870969,0.8,0.8970588235294118,0.8461538461538461,"[[49  3]
 [ 4 12]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_2_DecisionTree,0.9615384615384616,0.6875,0.8130545444849886,0.7586206896551724,0.8461538461538461,0.8970588235294118,0.8245192307692308,"[[50  2]
 [ 5 11]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA_12_DecisionTree,0.9423076923076923,0.75,0.8406728074767074,0.7741935483870969,0.8,0.8970588235294118,0.8461538461538461,"[[49  3]
 [ 4 12]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,ImADA1_SVM,10,10,1.5,0.9230769230769231,0.75,0.8320502943378437,0.75,0.75,0.8823529411764706,0.8365384615384616,"[[48  4]
 [ 4 12]]","[0.14215477347424985, 0.4269657715514757, 0.5394599182692438, 0.4578194880143103, 0.5352397031678944, 0.4749729464027236, 0.5166776088635378, 0.4850775873161282, 0.4887336739213551, 0.5283544413844941]","[0.8987536382373548, 0.14712080036414077, -0.07908429811164228, 0.08456200924226509, -0.07059645393316964, 0.0500959722272157, -0.03336759600212245, 0.029853691170321234, 0.02253646674855976, -0.05676979031830918]"
0.2,ImADA2_SVM,10,10,1.5,0.9615384615384616,0.6875,0.8130545444849886,0.7586206896551724,0.8461538461538461,0.8970588235294118,0.8245192307692308,"[[50  2]
 [ 5 11]]","[0.16827244375139228, 0.44536833497571926, 0.5173667431115619, 0.5200244226243036, 0.47767171509369377, 0.5212706098101655, 0.49829471692312843, 0.5001336984152599, 0.4999894992555405, 0.5000008246201436]","[0.7989602879408774, 0.10970128397851775, -0.034747464009342505, -0.04007027745879705, 0.04468629022982551, -0.04256691058956699, 0.003410579377693467, -0.0002673968368928588, 2.1001488922170248e-05, -1.6492402872266514e-06]"
0.2,ImADA_12_SVM,10,10,1.5,0.9038461538461539,0.9375,0.9205192932420099,0.8333333333333334,0.75,0.9117647058823529,0.920673076923077,"[[47  5]
 [ 1 15]]","[0.22886999061261656, 0.38200824700367675, 0.6301425162943475, 0.4180916649255233, 0.5113062954026141, 0.4886038743693655, 0.5112022110128795, 0.4947616906387539, 0.49974477284468216, 0.500026522017287]","[0.607351433980685, 0.24051645765705498, -0.26641412893947425, 0.16530611644573695, -0.0226164461479034, 0.022796199249162992, -0.022408171849076827, 0.010477002050686844, 0.0005104543549708793, -5.3044034623819676e-05]"
0.2,ImADA1_WSVM,10,10,1.5,0.8846153846153846,0.9375,0.9106738840424288,0.8108108108108109,0.7142857142857143,0.8970588235294118,0.9110576923076923,"[[46  6]
 [ 1 15]]","[0.14215477347424985, 0.2727709948517872, 0.7149955723269059, 0.4526271181754188, 0.5260932646190563, 0.4124167526775031, 0.469583826062365, 0.5144828789595889, 0.5, 0.5]","[0.8987536382373548, 0.4903044158379003, -0.459885817141006, 0.09503080379213932, -0.05223398232328408, 0.17699177991662726, 0.06090755314038602, -0.028973862902757882, 0.0, 0.0]"
0.2,ImADA2_WSVM,10,10,1.5,0.9038461538461539,0.6875,0.7882856276561375,0.6875,0.6875,0.8529411764705882,0.7956730769230769,"[[47  5]
 [ 5 11]]","[0.16827244375139228, 0.4261528810173745, 0.6569952916471815, 0.5601596146856791, 0.2598949775377321, 0.43974686308667255, 0.6527777331211133, 0.5408241275396559, 0.7118052450675306, 0.6514541366159758]","[0.7989602879408774, 0.14878243004575442, -0.3249663389842061, -0.12090493444594475, 0.5232572407544487, 0.1210947308030034, -0.3156357899102304, -0.08183041859675506, -0.4520839288942233, -0.3127185868484072]"
0.2,ImADA_12_WSVM,10,10,1.5,0.8846153846153846,0.9375,0.9106738840424288,0.8108108108108109,0.7142857142857143,0.8970588235294118,0.9110576923076923,"[[46  6]
 [ 1 15]]","[0.22886999061261656, 0.4410785553110437, 0.2512653264554073, 0.4391990959546441, 0.859857920471846, 0.4377265884991995, 0.7994759100908613, 0.5418818053235854, 0.7248112487110278, 0.39094152509638064]","[0.607351433980685, 0.11839297272747794, 0.54593761075014, 0.12220655799035124, -0.9070552025397646, 0.12519687031492244, -0.6915110059497839, -0.08396034425011525, -0.48422702190301925, 0.22167814219322846]"
0.2,WSVM,10,10,2,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]",None,None
