Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,Decision Tree,None,none,none,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.8676470588235294,0.7333333333333333,0.8052884615384616,"[[48  4]
 [ 5 11]]",None,None
0.2,SVM (lib),None,none,none,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.9117647058823529,0.8571428571428571,0.8557692307692307,"[[50  2]
 [ 4 12]]",None,None
0.2,ADA_DSTree,None,none,none,0.9230769230769231,0.75,0.8320502943378437,0.75,0.8823529411764706,0.75,0.8365384615384616,"[[48  4]
 [ 4 12]]",None,None
0.2,ADA_SVM,None,none,none,1.0,0.625,0.7905694150420949,0.7692307692307693,0.9117647058823529,1.0,0.8125,"[[52  0]
 [ 6 10]]",None,None
0.2,WSVM,10,10,0.1,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.9117647058823529,0.8571428571428571,0.8557692307692307,"[[50  2]
 [ 4 12]]",None,None
0.2,ADA_WSVM,10,10,0.1,0.9230769230769231,0.6875,0.7966275068156915,0.7096774193548386,0.8676470588235294,0.7333333333333333,0.8052884615384616,"[[48  4]
 [ 5 11]]","[0.11194029850746269, 0.38781512605042023, 0.5536278579914451, 0.5687320794482466, 0.4016987058379344, 0.5422701084333141, 0.2626149797781216, 0.6038803070833624, 0.49345647986452656, 0.5]","[1.0355366460046598, 0.2282527858461762, -0.1076698606643777, -0.13833996936076154, 0.19919607190597283, -0.0847424893050864, 0.5162105834717949, -0.21082979539595798, 0.013087787489581351, 0.0]"
0.2,ImADA1_SVM,10,10,0.1,0.6153846153846154,1.0,0.7844645405527362,0.6153846153846153,0.7058823529411765,0.4444444444444444,0.8076923076923077,"[[32 20]
 [ 0 16]]","[0.026499746654704268, 0.17609091629048862, 0.4079509673152433, 0.44666258488488153, 0.5066890189307907, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.8018814561536414, 0.7715298785119427, 0.18622123395094858, 0.10708225172583878, -0.013378836044899383, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_SVM,10,10,0.1,0.9615384615384616,0.6875,0.8130545444849886,0.7586206896551724,0.8970588235294118,0.8461538461538461,0.8245192307692308,"[[50  2]
 [ 5 11]]","[0.16827244375139228, 0.44536833497571926, 0.5173667431115619, 0.5200244226243036, 0.47767171509369377, 0.5212706098101655, 0.49829471692312843, 0.5001336984152599, 0.4999894992555405, 0.5000008246201436]","[0.7989602879408774, 0.10970128397851775, -0.034747464009342505, -0.04007027745879705, 0.04468629022982551, -0.04256691058956699, 0.003410579377693467, -0.0002673968368928588, 2.1001488922170248e-05, -1.6492402872266514e-06]"
0.2,ImADA_12_SVM,10,10,0.1,0.2692307692307692,1.0,0.5188745216627708,0.45714285714285713,0.4411764705882353,0.2962962962962963,0.6346153846153846,"[[14 38]
 [ 0 16]]","[0.02649974665470426, 0.2773912134678875, 0.4336377600464013, 0.5006515608919712, 0.49994423914771363, 0.5000047687104252, 0.4999995921519374, 0.5000000348813785, 0.49999999701675424, 0.5000000002551434]","[1.8018814561536416, 0.4787195727303569, 0.1335121710484855, -0.0013031225215648767, 0.00011152170503512423, -9.537420850716005e-06, 8.156961253075328e-07, -6.976275688648401e-08, 5.966491487469364e-09, -5.1028670204294e-10]"
0.2,ImADA1_WSVM,10,10,0.1,0.7307692307692307,1.0,0.8548504142651103,0.6956521739130436,0.7941176470588235,0.5333333333333333,0.8653846153846154,"[[38 14]
 [ 0 16]]","[0.026499746654704268, 0.1678941949790132, 0.3622353965281009, 0.21262190001947595, 0.3788167705339384, 0.4032744996529936, 0.47279879956430093, 0.5004621965293665, 0.5, 0.5]","[1.8018814561536414, 0.8003128065113587, 0.28283749402032365, 0.6545965470000845, 0.2472867303946445, 0.19591986929265026, 0.05445616654604965, -0.0009243933220319029, 0.0, 0.0]"
