CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label class
1,0.300101629,0.033333333,228,0.035714286,0.5,0,1
1,0.300101629,0.066666667,48,0.035714286,0.5,0,1
1,0.300101629,0.0625,60,0.035714286,0.5,0,1
1,0.300101629,0.066666667,48,0.035714286,0.5,0,1
1,0.300101629,0.066666667,48,0.035714286,0.5,0,1
1,0.300101629,0.076923077,24,0.035714286,0.5,0,1
1,0.300101629,0.066666667,48,0.035714286,0.5,0,1
1,0.300101629,0.066666667,48,0.035714286,0.5,0,1
1,0.300101629,0.0625,60,0.035714286,0.5,0,1
1,0.300101629,0.066666667,48,0.035714286,0.5,0,1
1,0.300101629,0.055555556,84,0.035714286,0.5,0,1
1,0.345976256,0.052631579,96,0.055555556,0.5,0,1
1,0.345976256,0.058823529,72,0.055555556,0.5,0,1
1,0.345976256,0.058823529,72,0.055555556,0.5,0,1
2,0.67902481,0.095238095,132,0.107142857,0.5,0,1
2,0.67902481,0.090909091,144,0.107142857,0.5,0,1
1,0.300101629,0.076923077,24,0.035714286,0.5,0,1
2,0.67902481,0.111111111,96,0.107142857,0.5,0,1
2,0.67902481,0.111111111,96,0.107142857,0.5,0,1
2,0.67902481,0.111111111,96,0.107142857,0.5,0,1
1,0.345976256,0.066666667,48,0.055555556,0.5,0,1
1,0.345976256,0.034482759,216,0.055555556,0.5,0,1
1,0.345976256,0.055555556,84,0.055555556,0.5,0,1
1,0.513898342,0.090909091,20,0.142857143,0.5,0,1
1,0.513898342,0.055555556,34,0.142857143,0.5,0,1
1,0.513898342,0.166666667,10,0.142857143,0.5,0,1
